https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/bremen/bremen_000034_000029_leftImg8bit.png,621,169,207,142,'a black car in front of us is parked on the right side of the road',Cityscapes/train/bremen/output_bremen_000034_0.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/bremen/bremen_000034_000029_leftImg8bit.png,194,192,119,79,'a grey car in front of us is parked on the left side of the road along with other cars',Cityscapes/train/bremen/output_bremen_000034_1.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/bremen/bremen_000034_000029_leftImg8bit.png,618,176,212,137,'a black car is parked on the foot path of right side of the road',Cityscapes/train/bremen/output_bremen_000034_2.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/bremen/bremen_000034_000029_leftImg8bit.png,298,194,61,66,'a white car is parked behind a grey car on the left side of the road',Cityscapes/train/bremen/output_bremen_000034_3.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/bremen/bremen_000034_000029_leftImg8bit.png,545,175,102,82,'a black car is parked on the right side of the road',Cityscapes/train/bremen/output_bremen_000034_4.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/bremen/bremen_000034_000029_leftImg8bit.png,0,183,115,172,'a black car is parked on the left side of the road beside a building',Cityscapes/train/bremen/output_bremen_000034_5.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000003_000029_leftImg8bit.png,454,186,72,59,'a blue car in front is moving on left side of road',Cityscapes/train/hamburg/output_hamburg_000003_0.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000003_000029_leftImg8bit.png,431,203,22,21,'A red car in front is moving on left side of road at far distance',Cityscapes/train/hamburg/output_hamburg_000003_1.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000003_000029_leftImg8bit.png,579,184,83,63,'a grey car in front of us is moving fast on right side of the road',Cityscapes/train/hamburg/output_hamburg_000003_2.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000003_000029_leftImg8bit.png,886,2,74,199,'a huge white color building in front on right side of road',Cityscapes/train/hamburg/output_hamburg_000003_3.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000045_000029_leftImg8bit.png,144,136,77,158,'a women in front is crossing the road from left to right',Cityscapes/train/hamburg/output_hamburg_000045_0.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000045_000029_leftImg8bit.png,676,141,23,65,'a man in front is talking to other people on right side of the road',Cityscapes/train/hamburg/output_hamburg_000045_1.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000045_000029_leftImg8bit.png,16,93,101,230,'a man in front in white shirt is crossing the road from right to left side',Cityscapes/train/hamburg/output_hamburg_000045_2.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000045_000029_leftImg8bit.png,734,4,66,285,'A traffic signal light in front is standing tall on right side of the road',Cityscapes/train/hamburg/output_hamburg_000045_3.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000045_000029_leftImg8bit.png,302,1,87,193,'a light pole in front standing tall on right side of road',Cityscapes/train/hamburg/output_hamburg_000045_4.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/hamburg/hamburg_000045_000029_leftImg8bit.png,232,130,43,151,'a man in checks shirt walking towards left side of the road',Cityscapes/train/hamburg/output_hamburg_000045_5.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/leverkusen/leverkusen_000024_000029_leftImg8bit.png,218,77,174,386,'A middle aged person just walks from left in front of us.',Cityscapes/test/leverkusen/output_leverkusen_000024_0.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/leverkusen/leverkusen_000024_000029_leftImg8bit.png,581,155,58,83,'A container van drives on some distance away in front of us.',Cityscapes/test/leverkusen/output_leverkusen_000024_1.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/leverkusen/leverkusen_000024_000029_leftImg8bit.png,396,196,134,84,'a silver car in front of us moving towards right side of the road',Cityscapes/test/leverkusen/output_leverkusen_000024_2.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/leverkusen/leverkusen_000024_000029_leftImg8bit.png,328,106,142,333,'a women in front of us walking along with a man',Cityscapes/test/leverkusen/output_leverkusen_000024_3.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/tubingen/tubingen_000035_000029_leftImg8bit.png,300,183,157,173,'a cyclist in front is riding on left side of the road',Cityscapes/train/tubingen/output_tubingen_000035_0.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/tubingen/tubingen_000035_000029_leftImg8bit.png,49,159,155,201,'a lady cyclist in front is riding on left side of the road',Cityscapes/train/tubingen/output_tubingen_000035_1.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/tubingen/tubingen_000035_000029_leftImg8bit.png,317,104,50,92,'a traffic sign board is placed right in front of a building',Cityscapes/train/tubingen/output_tubingen_000035_2.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/tubingen/tubingen_000035_000029_leftImg8bit.png,1,0,916,310,'A huge building in front is standing tall right in front of us',Cityscapes/train/tubingen/output_tubingen_000035_3.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/tubingen/tubingen_000035_000029_leftImg8bit.png,619,92,87,117,'a white window of a building on right side of road',Cityscapes/train/tubingen/output_tubingen_000035_4.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/tubingen/tubingen_000035_000029_leftImg8bit.png,49,148,53,80,'a white window of a building on left side of road',Cityscapes/train/tubingen/output_tubingen_000035_5.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/zurich/zurich_000066_000029_leftImg8bit.png,355,165,58,145,'A women is walking towards foot path of the road',Cityscapes/train/zurich/output_zurich_000066_0.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/zurich/zurich_000066_000029_leftImg8bit.png,408,199,85,58,'A car is parked in a parking area of the building',Cityscapes/train/zurich/output_zurich_000066_1.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/zurich/zurich_000066_000029_leftImg8bit.png,757,132,177,247,'A black color car is parked on right side of the road with other cars',Cityscapes/train/zurich/output_zurich_000066_2.mp4
https://data.vision.ee.ethz.ch/arunv/obj_desc_annotator/cityscape/zurich/zurich_000066_000029_leftImg8bit.png,282,173,39,94,'A man in front is walking towards us on left side of the road along with two women',Cityscapes/train/zurich/output_zurich_000066_3.mp4
